PUID,Name,Version,Extensions,Media Types
fmt/1359,Softdisk Text Compressor,,ctx ,
fmt/1360,Picture Publisher Bitmap,6-10,ppf ,
fmt/1361,Amiga Disk File,,adf ,
fmt/1362,Microsoft MapPoint Document,,ptm ,
fmt/1363,DeluxePaint Animation File,,anm ,
fmt/1364,V-Ray Material,XML,vismat ,
fmt/1365,Debug File,,dbg ,
fmt/1366,ESRI Published Map Format,,pmf ,
fmt/1367,GeoJSON,,geojson ,application/geo+json
fmt/1368,Nero CoverDesigner File,,ncd ,
fmt/1369,Error File,,err ,
fmt/1370,Advanced Disk Catalog,,adc ,
fmt/1371,OmniPage Pro Document,10,opd ,
fmt/1372,OmniPage Document,12,opd ,
fmt/1373,OmniPage Document,18,opd ,
fmt/1374,XDOMEA,1.0,xml ,
fmt/1375,XDOMEA,2.0.0,xml ,
fmt/1376,XDOMEA,2.0.1,xml ,
fmt/1377,XDOMEA,2.1.0,xml ,
fmt/1378,XDOMEA,2.2.0,xml ,
fmt/1379,XDOMEA,2.3.0,xml ,
fmt/1380,XDOMEA,2.4.0,,
fmt/1381,VariCAD Drawing,7+,dwb ,
fmt/1382,Embedded OpenType (EOT) File Format,0x00010000,eot ,application/vnd.ms-fontobject
fmt/1383,Embedded OpenType (EOT) File Format,0x00020001,eot ,application/vnd.ms-fontobject
fmt/1384,Embedded OpenType (EOT) File Format,0x00020002,eot ,application/vnd.ms-fontobject
fmt/1385,Bruker PDZ,,pdz xpdz ,
fmt/1386,Muvee autoProducer Project File,1-5,mve ,
fmt/1387,Muvee autoProducer Project File,6,mvex ,
fmt/1388,Muvee Reveal Project File,,rvl ,
fmt/1389,Drawing Interchange Format (ASCII),2018/2019/2020,dxf ,image/vnd.dxf
fmt/1390,Drawing Interchange Format (Binary),2007-2009,dxf ,image/vnd.dxf
fmt/1391,Drawing Interchange Format (Binary),2010-2012,dxf ,image/vnd.dxf
fmt/1392,Drawing Interchange Format (Binary),2013-2017,dxf ,image/vnd.dxf
fmt/1393,Drawing Interchange Format (Binary),2018-2021,dxf ,image/vnd.dxf
fmt/1394,Drawing Interchange Format (Binary),Generic,dxf ,image/vnd.dxf
fmt/1395,AutoCAD Drawing,2018/2019/2020/2021,dwg ,image/vnd.dwg
fmt/1396,FinePrint,,fp ,
fmt/1397,FARO Laser Scan File,,fls ,
fmt/1398,FARO WorkSpace File,,fws ,
fmt/1399,DiskDoubler,,,
fmt/1400,Ichitaro Document,8,$td jtd jtt ,application/x-js-taro
fmt/1401,Student Writing Center Report,,rp rpt ,
fmt/1402,Student Writing Center Journal,,jn jnt ,
fmt/1403,Student Writing Center Sign,,sg sgt ,
fmt/1404,Student Writing Center Newsletter,,nl nlt ,
fmt/1405,Student Writing Center Letter,,lt ltt ,
fmt/1406,Flow Charting,I-II+,cht ,
fmt/1407,Flow Charting,3,fcd ,
fmt/1408,Flow Charting,4,gfc ,
fmt/1409,Flow Charting,5,fc5 ,
fmt/1410,Flow Charting,6,fcx ,
fmt/1411,Flow Charting,PDQ,pdq ,
fmt/1412,Flow Charting Graphic Flowcharting Image,,gfi ,
fmt/1413,Corel Gallery Clipart,BMF,bmf ,
fmt/1414,PFS:Write Document,,pfs ,
fmt/1415,GST Publisher File,1,dtp ,
fmt/1416,GST Publisher File,2,dtp ,
fmt/1417,Corel Print House Document,1,cpd cph ,
fmt/1418,Corel Print House Document,2,cpd cph ,
fmt/1419,Corel Print House/Print Office Document,3,cpd cph cpo ,
fmt/1420,Corel Print House/Print Office Document,4,cpd cph cpo ,
fmt/1421,Corel Print House/Print Office Document,5,cpd cph cpo ,
fmt/1422,Corel Photo House Image,,cps ,
fmt/1423,HP TRIM Outlook Saved Message File,,mbx vmbx ,
fmt/1424,WordPerfect Encrypted Document,4.2,wp ,application/vnd.wordperfect
fmt/1425,MacDraw,0.9,,
fmt/1426,MacDraw,1.x,,
fmt/1427,MacDraw,II,,
fmt/1428,MacDraw,Pro,,
fmt/1429,MacPaint Image,2,,
fmt/1430,Minitab Worksheet,8-11,mtw ,
fmt/1431,Minitab Portable Worksheet,,mtp ,
fmt/1432,Minitab Worksheet,12,mtw ,
fmt/1433,Minitab Worksheet,13,mtw ,
fmt/1434,Minitab Project,12-13,mpj ,
fmt/1435,Minitab Worksheet,14,mtw ,
fmt/1436,Minitab Project,14,mpj ,
fmt/1437,Minitab Worksheet,15+,mtw ,
fmt/1438,Minitab Project,15+,mpj ,
fmt/1439,Apple iWork Pages,09,pages ,
fmt/1440,Apple iWork Numbers,09,,
fmt/1441,Apple iWork Document,14,iwa key numbers pages template ,
fmt/1442,QuarkXPress Document,1-2,,application/vnd.Quark.QuarkXPress
fmt/1443,QuarkXPress Document,3.0,,application/vnd.Quark.QuarkXPress
fmt/1444,QuarkXPress Document,3.2,qwd qxd qxt ,application/vnd.Quark.QuarkXPress
fmt/1445,QuarkXPress Project,9.2,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1446,QuarkXPress Project,10.1,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1447,XLD4 (Bitmap Image),,q4 ,
fmt/1448,XLD4 (Graphic Data Document),,q4d ,
fmt/1449,Aldus FreeHand Drawing,1,,
fmt/1450,Aldus FreeHand Drawing,2,,
fmt/1451,PDF Portfolio,1.7,pdf ,
fmt/1452,Lotus 1-2-3 Worksheet,97,123 ,application/vnd.lotus-1-2-3 application/x-123
fmt/1453,Lotus 1-2-3 Worksheet,9.8 Millennium,123 ,application/vnd.lotus-1-2-3 application/x-123
fmt/1454,Web Video Text Tracks (WebVTT) Format,,vtt ,text/vtt
fmt/1455,Primavera P6 Project Management XER File,,xer ,
fmt/1456,Autocad DMP File,,dmp ,
fmt/1457,OrgPlus File,,ops opx opxt ,
fmt/1458,Arts & Letters Graphics File,,ged ,
fmt/1459,Stuffit Archive File,1.5,sit ,application/x-stuffit
fmt/1460,Stuffit Archive File,1.6-4.5,sit ,application/x-stuffit
fmt/1461,Autorun Maestro Menu File,,mnu ,
fmt/1462,Comic Book Archive,,cb7 cba cbr cbt cbz ,
fmt/1463,Ableton Live Set,8.2.1 onwards,als ,
fmt/1464,Maestro Music File,,,
fmt/1465,OrCAD Layout File,,max ,
fmt/1466,InstallShield Executable,,ex_ ,
fmt/1467,STOS Memory Bank,,mbk ,
fmt/1468,multiArtist File,,mg1 mg2 mg4 mg8 ,
fmt/1469,MAKIchan Graphics File,,mag max mki ,
fmt/1470,MIG Graphics File,,mig ,
fmt/1471,Multi Palette Picture File,,mpp ,
fmt/1472,Magic Shadow Archiver Disk Image File,,msa ,application/vnd.msa-disk-image
fmt/1473,Archimedes Tracker Module,,musx ,
fmt/1474,TEI P4 XML - Single Text File,P4,odd tei xml ,application/tei+xml
fmt/1475,TEI P4 XML - Corpus File,P4,odd tei xml ,application/tei+xml
fmt/1476,TEI P5 - Single Text File,P5,odd tei xml ,application/tei+xml
fmt/1477,TEI P5 XML - Corpus File,P5,odd tei xml ,application/tei+xml
fmt/1478,Unisig,,,
fmt/1479,XIFF (Xerox Image File Format),2,xif ,image/vnd.xiff
fmt/1480,XIFF (Xerox Image File Format),3,xif ,image/vnd.xiff
fmt/1481,Micrografx In-A-Vision Drawing,,pic ,
fmt/1482,Access Report Snapshot,,snp ,
fmt/1483,Mar Archive,,mac mar ,
fmt/1484,JPEG XL Codestream,,jxl ,image/jxl
fmt/1485,JPEG XL,,jxl ,image/jxl
fmt/1486,Novell Address Book,,nab ,
fmt/1487,Timeline Maker Document,,tlm tlm3 tlm4 tlmp ,
fmt/1488,Phantom CINE Video File,,cin cine ,
fmt/1489,Phantom CINE Compressed Video File,,cci ,
fmt/1490,HyperCard Stack,,,
fmt/1491,Harvard Graphics Presentation,1-3,prs ,
fmt/1492,Harvard Graphics Presentation,4,pr4 ,
fmt/1493,NTI JewelCase Maker,,jwc ,
fmt/1494,QuarkXPress Project,2020,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1495,QuarkXPress Project,2021,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1496,ZoomBrowser Ex Thumbnail Cache,,info ,
fmt/1497,XV Thumbnail,,p7 ,
fmt/1498,Cool Edit/Adobe Audition Session File,Binary,ses ,
fmt/1499,Adobe Audition Session File,XML,sesx ,
fmt/1500,Adobe Acrobat Forms Data Format,1.x,fdf ,application/vnd.fdf
fmt/1501,XML Forms Data Format,,xfdf ,application/vnd.adobe.xfdf
fmt/1502,Agisoft Project Archive,,psz ,
fmt/1503,Agisoft Project File,,psx ,
fmt/1504,Agisoft Tiled Model,,tls ,
fmt/1505,Agisoft Point Cloud,,oc3 ,
fmt/1506,EinScan RGE 3D Range File,,rge ,
fmt/1507,Exchangeable Image File Format (Compressed),2.3.x,jpeg jpg ,image/jpeg
fmt/1508,Microsoft Visio Drawing,2,vsd vss vst ,application/vnd.visio
fmt/1509,Microsoft Visio Drawing,3,vsd vss vst ,application/vnd.visio
fmt/1510,Microsoft Visio Drawing,4,vsd vss vst vsw ,application/vnd.visio
fmt/1511,Microsoft Publisher,1,pub ,application/x-mspublisher
fmt/1512,Microsoft Publisher,2003,pub ,application/x-mspublisher
fmt/1513,Microsoft Publisher,2007,pub ,application/x-mspublisher
fmt/1514,Microsoft Publisher,2010,pub ,application/x-mspublisher
fmt/1515,Microsoft Publisher,2013,pub ,application/x-mspublisher
fmt/1516,Microsoft Publisher,2016-2019,pub ,application/x-mspublisher
fmt/1517,Serif PhotoPlus Image,5-X2,spp ,
fmt/1518,Serif PhotoPlus Image,X3 Onwards,spp ,
fmt/1519,Serif DrawPlus Drawing,6,dpa dpp dpx ,
fmt/1520,Serif DrawPlus Drawing,7,dpa dpp dpx ,
fmt/1521,Serif DrawPlus Drawing,8,dpa dpp dpx ,
fmt/1522,Serif DrawPlus Drawing,X2,dpa dpp dpx ,
fmt/1523,Serif DrawPlus Drawing,X3,dpa dpp dpx ,
fmt/1524,Serif DrawPlus Drawing,X4,dpa dpp dpx ,
fmt/1525,Serif DrawPlus Drawing,X5,dpa dpp dpx ,
fmt/1526,Serif DrawPlus Drawing,X6,dpa dpp dpx ,
fmt/1527,Serif DrawPlus Drawing,X8,dpa dpp dpx ,
fmt/1528,Serif DrawPlus Drawing,Generic,dpa dpp ,
fmt/1529,Serif PagePlus Publication,X3,ppb ppp ppx ,
fmt/1530,Serif PagePlus Publication,X4,ppb ppp ppx ,
fmt/1531,Serif PagePlus Publication,X5,ppb ppp ppx ,
fmt/1532,Serif PagePlus Publication,X6,ppb ppp ppx ,
fmt/1533,Serif PagePlus Publication,X7,ppb ppp ppx ,
fmt/1534,Serif PagePlus Publication,X8,ppb ppp ppx ,
fmt/1535,Serif PagePlus Publication,X9,ppb ppp ppx ,
fmt/1536,Serif PagePlus Publication,SE,ppb ppp ppx ,
fmt/1537,Serif PagePlus Publication,1-3,ppp ppt ,
fmt/1538,CompuServe RLE,,rle ,
fmt/1539,Raster Matrix Format,,rsw ,
fmt/1540,NeoDisk Icon File,3,nic ,
fmt/1541,Visual Basic Form File,4 onwards,frm ,
fmt/1542,Visual Basic Form File,3 or earlier,frm ,
fmt/1543,ELAN Annotation File,,eaf ,
fmt/1544,ELAN Preference File,,pfsx ,
fmt/1545,NeoDesk Icon File,1 and 2,nic ,
fmt/1546,Daisy-Dot Font File,I and II,nlq ,
fmt/1547,Daisy-Dot Font File,III,nlq ,
fmt/1548,Visual Basics MAK File,3 or earlier,mak ,
fmt/1549,Bentley Microstation Hidden Line File,,hln ,
fmt/1550,MATLAB Mat File,Level 4,mat ,
fmt/1551,NetWare Loadable Module,,nlm ,
fmt/1552,Surprise! Adlib Tracker v2.0,2.0,sa2 ,
fmt/1553,Septentrio Binary Format,,sbf ,
fmt/1554,DNA Sequence Chromatogram File,3.00,scf ,
fmt/1555,Standard Data Format,,sdf ,
fmt/1556,Starlink Data Format,,sdf ,
fmt/1557,Cyber Paint Sequence,,seq ,
fmt/1558,SelF-eXtracting LHA/LZH Compressed Files,,sfx ,
fmt/1559,Beam Software SIFF File,,son vb ,
fmt/1560,Sample Vision Audio File Format,,smp ,
fmt/1561,SpritePad Image Format,,spd ,
fmt/1562,AutoDesk Indexed Point Cloud,,pcg ,
fmt/1563,ERDAS Imagine Large Raster Spill File,,ige ,
fmt/1564,Associated Signature Container Extended (ASiC-E),,asice sce ,application/vnd.etsi.asic-e+zip
fmt/1565,reStructuredText,,rst ,
fmt/1566,ColdFusion Markup Language,,cfm ,
fmt/1567,ISDOC Information System Document (Generic),5.x,isdoc ,
fmt/1568,ISDOCX Information System Document (Generic),5.x,isdocx ,
fmt/1569,Bitstream Speedo Fonts,,spd ,
fmt/1570,ISDOC Information System Document,6.0.1,isdoc ,
fmt/1571,ISDOCX Information System Document,6.0.1,isdocx ,
fmt/1572,OrCAD Project File,,opj ,
fmt/1573,Visual Basic Project File,1-6,vbp ,
fmt/1574,Visual Basic Project Workspace File,1-6,vbw ,
fmt/1575,Spectrum 512 Compressed | Spectrum 512 Smooshed,,spc sps ,
fmt/1576,Spectrum 512 Uncompressed | Spectrum 512 Uncompressed Enhanced,,spu ,
fmt/1577,Spectrum 512 Extended,1,spx ,
fmt/1578,Spectrum 512 Extended,2,spx ,
fmt/1579,SPYne Containers,,spy ,
fmt/1580,Envision Publisher File,,evp ,
fmt/1581,Envision Publisher Font Files,,svf ,
fmt/1582,Vim SWAP File,,swp ,
fmt/1583,SXG (ZX Spectrum) Graphic File,,sxg ,
fmt/1584,ADRIFT Text Adventure File,,taf ,
fmt/1585,TurboCalc Document,,tcd ,
fmt/1586,TheDraw Save File,,td ,
fmt/1587,COKE Format (Atari Falcon),,tg1 ,
fmt/1588,TGIF File Format,,obj tgif ,
fmt/1589,Taquart Interlace Picture,,tip ,
fmt/1590,Visual Basic Binary Form File,,frx ,
fmt/1591,ESRI ArcInfo Coverage Annotation File,,txt ,
fmt/1592,ASEG-GDF2 Description File,,des ,
fmt/1593,ASEG-GDF2- Data Definition File,,dfn ,
fmt/1594,ESRI ArcInfo DAT File (External),,dat ,
fmt/1595,Canon Raw,3.0,cr3 ,
fmt/1596,ESRI ArcInfo Grid .nit File,,nit ,
fmt/1597,PageMaker Template File,5.0,pt5 ,
fmt/1598,Stata .do Command File,,do ,
fmt/1599,R Program File,,r ,
fmt/1600,ESRI ArcInfo DAT File (Internal),,,
fmt/1601,Type Library,Type 1,tlb ,
fmt/1602,Type Library,Type 2,tlb ,
fmt/1603,TUNDRA,,tnd ,
fmt/1604,EggPaint (Atari Falcon),,trp ,
fmt/1605,True Colour Sprites [Spooky Sprites] (Atari Falcon),,trs ,
fmt/1606,Packed-Ice True Colour Sprites [Spooky Sprites] (Atari Falcon),,trs ,
fmt/1607,True Colour Picture [Spooky Sprites] (Atari Falcon),,trp tru ,
fmt/1608,Packed-Ice True Colour Picture [Spooky Sprites] (Atari Falcon),,trp tru ,
fmt/1609,exFAT (Extensible File Allocation Table) Disc Image,,img ,
fmt/1610,Viacom New Media Graphics,,000 vnm ,
fmt/1611,WRAptor Compressed File,1; 2; 3,wr3 wra ,
fmt/1612,XBIN (eXtended BIN),,xb ,
fmt/1613,XML Shareable Playlist Format,,xspf ,
fmt/1614,Esri ArcExplorer Project File,,aep ,
fmt/1615,CATIA Drawing,5,catdrawing ,
fmt/1616,BibTeX Database File,,bib ,
fmt/1617,Devicetree Blob (DTB),17,dtb ,
fmt/1618,SGML/XML Entity File,,ent ,application/xml-external-parsed-entity
fmt/1619,Pascal Source Code,,pas ,
fmt/1620,Aero Studio Song,,aero ,
fmt/1621,AHX-Module Format (formerly THX module format),0-2,ahx ,
fmt/1622,Asylum Music Format,,amf ,
fmt/1623,Art Of Noise,4 Channel Module,aon ,
fmt/1624,Art Of Noise,8 Channel Module,aon ,
fmt/1625,ESRI Colour File Format,,clr ,
fmt/1626,MicroStation Symbology Resource File,,rsc ,
fmt/1627,Z Print Build File,,zbd ,
fmt/1628,Adobe InDesign Document,1.0,ind indd ,
fmt/1629,Adobe InDesign Document,1.5,ind indd indt ,
fmt/1630,Adobe InDesign Document,2.0,ind indd indt ,
fmt/1631,Adobe InDesign Document,CS5.5,ind indd indt ,
fmt/1632,Adobe InDesign Document,CC,ind indd indt ,
fmt/1633,Adobe InDesign Document,CC 2014,ind indd indt ,
fmt/1634,Adobe InDesign Document,CC 2015,ind indd indt ,
fmt/1635,Adobe InDesign Document,CC 2017,ind indd indt ,
fmt/1636,Adobe InDesign Document,CC 2018,ind indd indt ,
fmt/1637,Adobe InDesign Document,CC 2019,ind indd indt ,
fmt/1638,Adobe InDesign Document,CC 2020,ind indd indt ,
fmt/1639,Adobe InDesign Document,CC 2021,ind indd indt ,
fmt/1640,Adobe InDesign Document,CC 2022,ind indd indt ,
fmt/1641,Adobe InDesign Interchange Document,,inx ,
fmt/1642,Adobe InDesign Library,2,indl ,
fmt/1643,Lenel Network Video Recorder File,,lnr ,
fmt/1644,Roxio Label Creator Project File,4-5,jwl ,
fmt/1645,Roxio Label Creator Project File,6-7,jwl ,
fmt/1646,Roxio Label Creator Project File,8-11,jwl ,
fmt/1647,Inspiration Software File,,isf ,
fmt/1648,Crystal Reports File,,rpt ,application/x-rpt
fmt/1649,AGS 4 Data Format,4.0. 4.1,ags ,
fmt/1650,Bayesian Interchange Format File,,bif ,
fmt/1651,Garmin Flexible and Interoperable Data Transfer file,,fit ,
fmt/1652,Typescript,,ts tsx ,
fmt/1653,STAD PAC File,,pac seq ,
fmt/1654,Palm Database ImageViewer Format,,pdb ,
fmt/1655,cdrLabel Label File,,clb ,
fmt/1656,Microsoft Help Contents File,,cnt ,
fmt/1657,XIMG (Extended GEM Bit Image),,img ximg ,
fmt/1658,XL-Paint MaX,,max xlp ,
fmt/1659,XL-Paint,,raw ,
fmt/1660,Arts & Letters Clip Art Library,,yal ,
fmt/1661,Yamaha Wave Audio,Generic,f01 s01 u01 w01 ,
fmt/1662,Yamaha TX Wave Audio,,txw w01 w02 w03 w04 w05 w06 w07 w08 w09 w10 w11 w12 w13 w14 w15 w16 w17 w18 w19 w20 w21 w22 ,
fmt/1663,YAODL (Yet Another Object Description Language) File,,ydl ,
fmt/1664,RED Thumbnail File,,rtn ,
fmt/1665,Easy CD Creator Layout | Roxio Easy CD Creator Layout,5-6,cl5 rcl ,
fmt/1666,Roxio Easy Media Creator Layout,7,rcl ,
fmt/1667,Roxio Easy Media Creator - Classic Creator File,8-10,rcl ,
fmt/1668,Roxio Easy Media Creator Layout,8-10,roxio ,
fmt/1669,Roxio Data Project File,11,rox ,
fmt/1670,Roxio Audio Project File,11,rox ,
fmt/1671,Z Compressed Data,,z ,
fmt/1672,Linux/i386 Binary Executable File ZMAGIC,,o so ,
fmt/1673,ZBrush MatCap,,zmt ,
fmt/1674,ZyXEL Voice Format Audio,,ad2 zvd zyx ,
fmt/1675,IntelliFont Font File,,lib type ,
fmt/1676,Covox ADPCM Audio Files,,cvx v2s v3s v4s v8 vmf ,
fmt/1677,Microsoft Office File List,,xml ,
fmt/1678,MATLAB Script File,,m ,
fmt/1679,Garmin track log file,,gmn ,
fmt/1680,INTREPID Standard Information File,3.7 onwards,isi ,
fmt/1681,OBO Flat File Format,1.2,obo ,
fmt/1682,EndNote Library,X - X9,enl ,
fmt/1683,EndNote Compressed Library,X - X9,enlx ,
fmt/1684,EndNote Library,20,enl ,
fmt/1685,EndNote Compressed Library,20,enlx ,
fmt/1686,PageMaker Mac Document,4.0,,application/vnd.pagemaker
fmt/1687,PageMaker Mac Document,5.0,,application/vnd.pagemaker
fmt/1688,Microsoft Word for MS-DOS Document,6.0,doc ,application/msword
fmt/1689,Microsoft Word for MS-DOS Glossary File,Generic,gly ,application/msword
fmt/1690,Microsoft Word for MS-DOS Style Sheet File,Generic,sty ,application/msword
fmt/1691,Microsoft Word for MS-DOS Printer Description File,Generic,prd ,application/msword
fmt/1692,ESRI ArcGIS Raw Raster Reader/ Writer,,hdr ,
fmt/1693,Asymetrix Compel Presentation,1.0,cpl ,
fmt/1694,Asymetrix Compel Presentation,2.0,cpl ,
fmt/1695,602 Text file,1.0-1.51,602 ,
fmt/1696,ESRI Attribute Index Files,,ain ,
fmt/1697,Calc602 Spreadsheet file or backup file,1.51,bak tc6 ,
fmt/1698,Calc602 Spreadsheet file or backup file v.1.00,1.00,bak tc6 ,
fmt/1699,602 Graph/Chart File,1.51,gc6 ,
fmt/1700,OGC GeoPackage,1.0-1.31,gpkg ,application/geopackage+sqlite3
fmt/1701,Persuasion Mac Document,1.0,pr1 ,
fmt/1702,Persuasion Mac Document,2.0,pr2 ,
fmt/1703,Persuasion Mac Document,2.1,pr2 ,
fmt/1704,Persuasion Mac Document,3.0,pr3 ,
fmt/1705,Persuasion Mac Document,4.0,pn4 ,
fmt/1706,Persuasion Windows Document,2.0,at2 pr2 ,
fmt/1707,Persuasion Windows Document,3.x - 4.x,at3 at4 pn4 pr3 ,
fmt/1708,Persuasion Player File,3,ppf ,
fmt/1709,Persuasion Presentation Interchange File,,prf ,
fmt/1710,Persuasion Auto-Template Interchange File,,atf ,
fmt/1711,Software602 Printer Configuration File,1.0,cfg ,
fmt/1712,Calc602 Macro File,,mc6 ,
fmt/1713,Calc602 Project File,1.0,pc6 ,
fmt/1714,CATIA Model File,3,model ,
fmt/1715,Applet Effect Factory Config File,,data ,
fmt/1716,Cintel Raw Image/DaVinci Resolve Image,,cri dvcc ,
fmt/1717,Time Stamp Token,,tst ,application/vnd.etsi.timestamp-token
fmt/1718,PageMaker Mac Document,6.5-7.0,p65 pmd pmt t65 ,application/vnd.pagemaker
fmt/1719,PageMaker Mac Document,6.0,pm6 pt6 ,application/vnd.pagemaker
fmt/1720,Portable Compiled Format,,pcf ,
fmt/1721,Pablo Paint Raster Image,,pa3 ppp ,
fmt/1722,BIM Metadata File,,bim ,
fmt/1723,Wordcraft Chapter Files,,001 ,
fmt/1724,LegalDocML Document,,xml ,
fmt/1725,Capture One Settings File,,cos ,
fmt/1726,Geosoft Map Description File,,mdf ,
fmt/1727,Pro Tools Session File,10 onwards,ptx ,
fmt/1728,dBASE Windows Form File,,wfm ,
fmt/1729,Esri Shapefile Geospatial Metadata File,,xml ,
fmt/1730,Data File,Generic,dat ,
fmt/1731,PowerGraphics Image File,,pgr ,
fmt/1732,Prism Paint Bitmap,,pnt tpi ,
fmt/1733,PaintShop Plus Compressed Format,,da4 psc ,
fmt/1734,Portfolio Graphics Compressed File,,pgc ,
fmt/1735,C/C++ Header File,,h hpp hxx ,
fmt/1736,Creative Voice File,,voc ,
fmt/1737,Flow Cytometry Standard File,1.0-3.1,fcs , application/vnd.isac.fcs
fmt/1738,UDF Disc Image,,cdr dmg iso toast ,
fmt/1739,UDF-ISO 9660 Bridge Disc,,cdr dmg iso toast ,
fmt/1740,Apple Partition Map Disk Image,,bin cdr dmg img iso toast ,
fmt/1741,Apple Partition Map ISO 9660 Hybrid,,cdr iso toast ,
fmt/1742,Hierarchical File System Plus,,dmg img toast ,
fmt/1743,Nero Burning ROM Image File,Generic,nrg ,
fmt/1744,Psion Series 3 Bitmap,,pic ,
fmt/1745,PixArt Bitmap,,pix ,
fmt/1746,Rocky Interlace Picture,,rip ,
fmt/1747,Microsoft PowerPoint Presentation,2.x,ppt ,application/vnd.ms-PowerPoint
fmt/1748,Microsoft PowerPoint Presentation,3.x,ppt ,application/vnd.ms-PowerPoint
fmt/1749,Canon MIF File,,mif ,
fmt/1750,Canon CIF File,,cif ,
fmt/1751,Canon SIF File,,sif ,
fmt/1752,OpenDocument Database Format,1.3,odb ,application/vnd.oasis.opendocument.base
fmt/1753,OpenDocument Graphics,1.3,odg ,application/vnd.oasis.opendocument.graphics
fmt/1754,OpenDocument Presentation,1.3,odp ,application/vnd.oasis.opendocument.presentation
fmt/1755,OpenDocument Spreadsheet,1.3,ods ,application/vnd.oasis.opendocument.spreadsheet
fmt/1756,OpenDocument Text,1.3,odt ,application/vnd.oasis.opendocument.text
fmt/1757,Apple Partition Map - ISO 9660 - UDF Hybrid Disk Image,,dmg iso toast ,
fmt/1758,Media Descriptor File,,mdf ,
fmt/1759,Media Descriptor Sidecar File,,mds ,
fmt/1760,CloneCD Control File,,ccd ,
fmt/1761,MacBinary,I,,
fmt/1762,MacBinary,II,bin ,
fmt/1763,MacBinary,III,bin ,
fmt/1764,Sony SLV File,,slv ,
fmt/1765,Media Hash List,,mhl ,
fmt/1766,Sony SML File,,sml ,
x-fmt/1,Microsoft Word for Macintosh Document,3.0,mcw ,application/msword
x-fmt/2,Microsoft Word for Macintosh Document,6.0,,
x-fmt/3,Online Description Tool Format,,odt ,
x-fmt/4,Write for Windows Document,3.1,wri ,
x-fmt/5,Works for Macintosh Document,4.0,,
x-fmt/6,FoxPro Database,2.0,dbf ,
x-fmt/7,FoxPro Database,2.5,dbf ,
x-fmt/8,dBASE Database,II,dbf ,
x-fmt/9,dBASE Database,III,dbf ,
x-fmt/10,dBASE Database,IV,dbf ,application/dbase
x-fmt/11,Revisable-Form-Text Document Content Architecture,,,
x-fmt/12,Write for Windows Document,3.0,wri ,
x-fmt/13,Tab-separated values,,tsv ,text/tab-separated-values
x-fmt/14,Macintosh Text File,,,text/plain
x-fmt/15,MS-DOS Text File,,,text/plain
x-fmt/16,Unicode Text File,,,text/plain
x-fmt/17,Microsoft Excel Template,97-2003,xlt ,application/vnd.ms-excel
x-fmt/18,Comma Separated Values,,csv ,text/csv
x-fmt/19,3D Studio,,3ds ,
x-fmt/20,Adobe Illustrator,1.0 / 1.1,ai ,application/postscript
x-fmt/21,7-bit ANSI Text,,ans ,text/plain
x-fmt/22,7-bit ASCII Text,,asc ,text/plain
x-fmt/23,Microsoft Excel Backup,,xlk ,
x-fmt/24,AutoCAD Block Attribute Template,,blk ,
x-fmt/25,OS/2 Bitmap,1.0,,
x-fmt/26,AutoCAD Batch Plot File,1.0-R14,bp2 bpl ,
x-fmt/27,AutoCAD Batch Plot File,2000-2005,bp3 ,
x-fmt/28,CALS Compressed Bitmap,,cal ,
x-fmt/29,CorelDraw Drawing,6.0,cdr ,
x-fmt/30,CorelDraw Template,,cdt ,
x-fmt/31,CorelDraw Compressed Drawing,1,cdx cjw ,
x-fmt/32,Harvard Graphics Chart,3.0,ch3 ,
x-fmt/33,Corel R.A.V.E.,1,clk ,
x-fmt/34,Corel Presentation Exchange File,5.0,cmx ,
x-fmt/35,Corel Presentation Exchange File,6 and Later,cmx ,
x-fmt/36,CorelDraw Compressed Drawing,2,cpx ,
x-fmt/37,AutoCAD Colour-Dependant Plot Style Table,,ctb ,
x-fmt/38,AutoCAD Custom Dictionary,,cus ,
x-fmt/39,AutoCAD dbConnect Query Set,,dbq ,
x-fmt/40,AutoCAD dbConnect Template Set,,dbt ,
x-fmt/41,Data Interchange Format,,dif ,
x-fmt/42,Wordperfect Secondary File,5.0,doc ,
x-fmt/43,Wordperfect Secondary File,5.1/5.2,doc ,
x-fmt/44,WordPerfect for MS-DOS/Windows Document,6.0,doc w60 wp wp6 wpd ,application/vnd.wordperfect
x-fmt/45,Microsoft Word Document Template,97-2003,dot ,
x-fmt/46,Microsoft Excel ODBC Query,,dqy ,
x-fmt/47,Micrografx Draw,1-2,drw ,
x-fmt/48,Visual Basic Macro,,dvb ,
x-fmt/49,AutoCAD Design Web Format,6.0,dwf ,application/dwf application/x-dwf drawing/x-dwf image/vnd.dwf image/x-dwf model/vnd.dwf
x-fmt/50,AutoCAD Drawing Standards File,,dws ,
x-fmt/51,AutoCAD Drawing Template,,dwt ,
x-fmt/52,Drawing Interchange Format Style Extract,,dxx ,
x-fmt/53,Macromedia Freehand,4 & 5,fh4 fh5 ,
x-fmt/54,AutoCAD Font Mapping Table,,fmp ,
x-fmt/55,Frame Vector Metafile,,fmv ,
